ZipCode,City,State,MedianPrice,Latitude,Longitude,NearestStation,MetroDistanceMeters,DistanceToDC_Meters,Growth_1Y,Growth_3Y,Growth_5Y,Growth_10Y,Price_Volatility
22735,Reva,VA,422395.21286367014,38.4768647,-78.1742575,Washington Dulles International Airport,82489.39,109964.52,0.0657908609010692,0.16676471311421082,0.517972780152668,0.9346824491123351,0.025086920284806837
20735,Clinton,MD,431103.7561647277,38.7502335,-76.9051652,Branch Ave,8556.83,19608.58,0.021932426245180752,0.06259741074955116,0.3238112826613078,0.6976561926039694,0.020842646729266237
20191,Reston,VA,633817.0589880521,38.9346448,-77.3517016,Wiehle-Reston East,1765.67,28287.12,0.07003164566885785,0.17561173386454831,0.33987321239750556,0.49251597940119407,0.020436930221346593
22408,Fredericksburg,VA,431276.3781296558,38.2189398,-77.4440229,Franconia-Springfield,65389.72,83752.14,0.05177411503281601,0.15350411589972993,0.47955874558840755,0.7675714042240069,0.018998384751941974
20623,Cheltenham,MD,506060.5194475799,38.7413365,-76.8422333,Branch Ave,11288.54,23747.06,0.018498968487294414,0.06464637789765078,0.33102240934471744,0.6366144080337487,0.019687660353325667
20708,Laurel,MD,478580.6084801248,39.0573653,-76.8257842,Greenbelt,9009.69,24873.12,0.03785655091896508,0.10112209725617748,0.3336870833308343,0.6564930228029701,0.01783490370008741
22728,Midland,VA,570547.7302107328,38.5966202,-77.6752625,Washington Dulles International Airport,44526.3,65384.4,0.07184820434691463,0.16443811773215142,0.4309799778329979,0.7791733141614943,0.02439592177363225
20181,Nokesville,VA,771668.5048920683,38.6891263,-77.5696104,Washington Dulles International Airport,31462.7,52378.17,0.0716158109322464,0.154621833762083,0.46708357105662884,0.6972312324472789,0.025097349956760523
20664,Newburg,MD,403428.1746602791,38.3544851,-76.9253951,Franconia-Springfield,50428.49,61124.4,0.05385880403258676,0.09310068120274771,0.32878729206838175,0.5141558644049845,0.02149916915639126
20152,Chantilly,VA,841837.3820823216,38.9191452,-77.502426,Washington Dulles International Airport,6215.85,41106.98,0.06644422614918967,0.15123586409693057,0.46726588452228346,0.6915165052303132,0.02460697163601797
20136,Bristow,VA,729348.4304127136,38.7383253,-77.554552,Washington Dulles International Airport,25876.59,48955.98,0.07499049870139031,0.17285740364833527,0.5119647011429023,0.7535255365792043,0.023111080063504114
22657,Strasburg,VA,327242.8646650811,39.0026216,-78.3761115,Ashburn,76436.23,117144.2,0.060926433602747194,0.19142576806534845,0.514350377240768,0.8759497968799329,0.019689247258265322
20676,Port Republic,MD,479229.70055963,38.4932243,-76.5412735,Branch Ave,49135.79,61756.06,0.05442837224413442,0.09358280351100771,0.31256832583389993,0.4934853743033628,0.01841706834018867
22079,Lorton,VA,674261.8864573725,38.6746055,-77.2097393,Franconia-Springfield,10778.99,29437.71,0.05445344461067733,0.13928442477888803,0.33192440718137406,0.5242728375431894,0.017745583611480455
20815,Chevy Chase,MD,1337825.4852937171,38.9833856,-77.0792875,Bethesda,1312.71,10445.35,0.05993622957032503,0.09780506687886265,0.3254905740831175,0.3890619658856748,0.024733145396377904
20736,Owings,MD,588868.9646214504,38.6890747,-76.627765,Branch Ave,29037.63,41773.56,0.024530623531257036,0.07975658196990003,0.3202474192912759,0.4967636867051499,0.019732741374537087
20901,Silver Spring,MD,593160.1887826732,39.0202657,-77.0080206,Forest Glen,3065.77,13672.3,0.05010328049286969,0.0772960740292372,0.2647418613370594,0.4403014570651039,0.022666785600112236
20678,Prince Frederick,MD,447724.51653309754,38.5228202,-76.60135,Branch Ave,43264.88,55805.47,0.04183813045837429,0.06509604273730552,0.26880393805191727,0.4656980723006804,0.01863948293304904
20886,Montgomery Village,MD,387410.6789371904,39.1874145,-77.2071361,Shady Grove,8351.32,35672.82,0.04770934568224616,0.13426991853512812,0.3321731760252489,0.6045274679864366,0.017187389872955382
21793,Walkersville,MD,455128.0229649427,39.4915768,-77.3466138,Shady Grove,44194.79,71451.42,0.05300525261351184,0.16495091532554917,0.4571197582218725,0.7206390017267976,0.017671222654735134
20842,Barnesville,MD,738300.6038841297,39.1998786,-77.4152652,Ashburn,22616.81,47352.98,0.05833284026138745,0.07657214589994,0.3143723235694956,0.45830577791425603,0.024294179422300353
20877,Gaithersburg,MD,483104.4806369084,39.1397032,-77.185238,Shady Grove,2821.3,30080.08,0.05284669746327351,0.1159594516838474,0.3084289977738482,0.542255424873299,0.016656688293323632
20658,Marbury,MD,350292.7966853783,38.5605819,-77.1604193,Franconia-Springfield,22867.37,39267.82,0.03800034637227915,0.10328020288409878,0.3331803175454869,0.6196908259524962,0.02190365034670287
22193,Woodbridge,VA,499386.33864281,38.643671,-77.3486306,Franconia-Springfield,20710.54,39671.69,0.06693767795390397,0.14989015399774747,0.41039149682972764,0.7525444411325192,0.020440615648958316
20137,Broad Run,VA,760907.1322135535,38.8067314,-77.7224633,Washington Dulles International Airport,28956.84,60984.04,0.062214798815859694,0.16302296935595403,0.4800374824197987,0.7464571800782607,0.02754770520721133
20743,Capitol Heights,MD,331537.74350841896,38.88423,-76.8933168,Addison Road-Seat Pleasant,277.12,11769.53,0.030956946626253534,0.05301564367453517,0.30298381824742576,0.9576268649976971,0.021864782231613852
22101,McLean,VA,1606340.8244520251,38.9402358,-77.1648991,McLean,4289.72,12720.39,0.09497642461223715,0.201697665826989,0.4185301836494297,0.5237445996876849,0.026305805125336253
22209,Arlington,VA,706791.3057654016,38.8950228,-77.0754631,Rosslyn,388.05,4115.12,0.03506842895694518,0.02174755530777767,0.05859600823153416,0.19289031727802125,0.013511443043485099
20117,Middleburg,VA,1127819.1179050484,38.9988218,-77.7339374,Ashburn,20958.66,62053.87,0.08049622281136716,0.14986271995074804,0.5556864421619153,0.7315628811171743,0.03450977839370301
20740,College Park,MD,437483.5384898924,39.0028665,-76.9316516,Greenbelt,1974.52,14308.94,0.047221782406701135,0.08968472366659523,0.2882203346430958,0.6505319981198049,0.01980140460019218
20601,Waldorf,MD,430373.8005585692,38.613372,-76.8516122,Branch Ave,24327.17,35185.25,0.039617523575565694,0.07524026219246094,0.3485816183115177,0.7042899072367155,0.01980535068544369
20170,Herndon,VA,699450.6569894747,38.9800388,-77.3809009,Herndon,3048.99,31838.22,0.07015379200338674,0.1757508320237981,0.39783572875237727,0.617107082861299,0.022484139514524867
20007,Washington,DC,1240408.572783155,38.9143373,-77.0793125,Rosslyn,2086.59,4776.67,0.02712864495059664,0.04196803319787864,0.1816846826379696,0.34682842229615435,0.02104298736230112
20841,Germantown,MD,847137.8715242507,39.1918529,-77.3275214,Shady Grove,16146.8,41642.32,0.04162589757361454,0.10661385075568401,0.3451907826261827,0.4660835950419563,0.022073226572844832
22733,Rapidan,VA,365102.9797436912,38.3335882,-78.0457239,Washington Dulles International Airport,86486.11,108441.79,0.06168971076821629,0.16686803130698954,0.4905091716824538,0.7781126291663638,0.028442001862146533
20785,Greater Landover,MD,343249.59675787366,38.9182912,-76.8819478,Landover,1955.61,12839.79,0.035722045380800586,0.05380346329409551,0.26006572306933523,0.8790579207028063,0.019205891977312782
20745,Forest Heights,MD,360176.6383021365,38.8068092,-76.9958587,Southern Avenue,4193.5,10549.76,0.02995588849129452,0.03930032859120038,0.25253419939196375,0.8101845609332405,0.020487901582268007
22044,Falls Church,VA,575195.1410328051,38.8620439,-77.1543717,East Falls Church,2657.24,11650.17,0.04917060417948065,0.16669959365870474,0.3371457844820727,0.5405287995096193,0.022141576931222238
20677,Port Tobacco,MD,590903.358026025,38.4993293,-77.0349907,Franconia-Springfield,31862.23,44367.88,0.055045860128536385,0.08120656714554884,0.35802350955667855,0.5050835453136389,0.021180420698138667
20164,Sterling,VA,589406.2627276505,39.0132988,-77.3950669,Innovation Center,6098.26,34210.73,0.07794764227259901,0.18483778336596116,0.41472896275555104,0.7480811369178697,0.020799836711141287
22301,Alexandria,VA,1022627.4133348736,38.8198527,-77.0596448,Braddock Road,825.78,9140.91,0.04643243550598114,0.07613659460342677,0.22950460730207262,0.4580556039340029,0.02182940240197764
20721,Bowie,MD,584356.9504987848,38.9152223,-76.7851289,Downtown Largo,5414.74,21107.83,0.04182877646077778,0.07943011968893257,0.3459490197065051,0.649432130091786,0.019977754849201695
20198,The Plains,VA,897738.6115554533,38.8841105,-77.7447608,Ashburn,25712.31,62045.13,0.0369261501337507,0.10033728759895483,0.4361946476744513,0.605669156926813,0.02709763894163821
21702,Frederick,MD,448909.28164316464,39.4798268,-77.4559871,Shady Grove,47220.26,74438.57,0.044942321883879754,0.15708734215628245,0.4684092462450214,0.7005984917108071,0.01920027996413615
20008,Washington,DC,892732.3295210801,38.9362376,-77.0599814,Cleveland Park,228.41,5039.94,0.016648832863771557,0.0043756372872555535,0.1311287635256037,0.285881103811409,0.021886559929935868
20613,Brandywine,MD,509074.7980211435,38.6712221,-76.805307,Branch Ave,19642.94,31788.13,0.009222063615112056,0.051869880905306386,0.32818615783313954,0.5889363795126284,0.0202787331268363
22713,Boston,VA,505536.3909460154,38.5607163,-78.1188163,Washington Dulles International Airport,72880.25,101786.96,0.06472812469672709,0.1686872184405608,0.48338328099243016,0.8265738484925617,0.024752819608361207
22015,Burke,VA,727917.4306171028,38.7878145,-77.278973,Franconia-Springfield,9850.46,24960.18,0.06230367853928647,0.1712603145442872,0.36781704476960625,0.5847118459896141,0.024371633016916916
20112,Manassas,VA,725448.7970099081,38.661923,-77.432845,Franconia-Springfield,25673.14,43838.03,0.06727849055316328,0.1572485643673686,0.45781474299062386,0.6615646367149217,0.02239053940907848
22303,Huntington,VA,548175.1773808376,38.7943803,-77.0788367,Huntington,312.24,12362.88,0.06036623398329109,0.16103977128504576,0.31462204332576327,0.6200933092044704,0.01849139340280693
20818,Cabin John,MD,1268932.2674607318,38.9739384,-77.1621429,Bethesda,5964.97,14323.03,0.07219512526366381,0.1310607624579348,0.33508880901504384,0.3901839381794615,0.02665669021218569
20861,Ashton,MD,955702.793508815,39.1497466,-76.9995914,Glenmont,10834.52,28067.5,0.05559197265173975,0.10961859024085031,0.32524195110651455,0.4391941393351872,0.022575008573699235
21769,Middletown,MD,554664.947990578,39.4424468,-77.5689117,Ashburn,49065.2,76383.78,0.06940725859842081,0.14650423913468882,0.4345084502464735,0.6222649636585056,0.020080497381405278
22041,Falls Church,VA,445639.1895721673,38.8447255,-77.1431965,East Falls Church,4729.35,11609.33,0.03662406289259496,0.1115247161811778,0.26662909534859947,0.43067176007579633,0.016372154372365586
20109,Manassas,VA,445157.0562950152,38.7936407,-77.5310242,Washington Dulles International Airport,19404.51,45082.55,0.06469869509127923,0.1888727242804141,0.4579634283909143,0.8234089265846409,0.018216510897586566
20851,Rockville,MD,537226.1849358104,39.0790818,-77.1218577,Twinbrook,1860.6,21673.56,0.0616913188315623,0.14479517839187211,0.32223670649955577,0.5993682514188358,0.021954858161343526
20860,Sandy Spring,MD,813022.9242118654,39.1423662,-77.0254121,Glenmont,9287.94,27139.58,0.053630960812289685,0.10213434816501907,0.3188449401694411,0.4298023596295334,0.02026669363207406
21701,Frederick,MD,443309.50787154975,39.4435505,-77.3329398,Shady Grove,38793.47,66078.85,0.037198249701601106,0.15174146087805845,0.4358614994218772,0.6468742132534032,0.018509150077360904
20814,Bethesda,MD,887875.0820297388,39.0049887,-77.10149,Medical Center,669.58,13453.82,0.06068134973243527,0.06487262306785702,0.2273124782485802,0.2379892719861823,0.024035889589565023
20024,Washington,DC,403766.01579339773,38.8760098,-77.0253225,Waterfront,678.35,2490.51,-0.028944086096533688,-0.10220932042988463,-0.030300571141312967,0.30280728700391246,0.01657005397086883
20675,Pomfret,MD,467843.3387933336,38.5809317,-77.0224633,Huntington,24114.53,35293.46,0.05464001719096181,0.10347143096359886,0.37718324083821725,0.6457868364306273,0.02173460713761939
20175,Leesburg,VA,814477.238829675,39.0651671,-77.6041178,Ashburn,11785.24,53134.09,0.06924879537683236,0.16802115489286062,0.4630645362085927,0.7186503657755384,0.023208618093132478
22315,Alexandria,VA,676354.3168321374,38.7583365,-77.1511915,Franconia-Springfield,1755.25,18865.81,0.05988267119452088,0.15343599405313224,0.3232857790164343,0.5232736191393756,0.019965854618674932
20872,Damascus,MD,549247.828867461,39.294465,-77.2161249,Shady Grove,19914.58,46944.54,0.05858737889905451,0.1226028308442577,0.33501705755182226,0.5384672154227504,0.019361412880649617
22620,Boyce,VA,532256.9059501566,39.0681889,-78.0322771,Ashburn,47224.44,88827.65,0.0758235556299377,0.16187742906161418,0.5134007415930455,0.8218532646951716,0.026624127085836422
20747,District Heights,MD,339580.5213052728,38.8549964,-76.8833074,Addison Road-Seat Pleasant,3637.38,13427.12,0.026275260353368617,0.042301809850281764,0.26263540047938333,0.8230530876901825,0.018891625544925905
20879,Gaithersburg,MD,446428.47194668854,39.1680411,-77.1753857,Shady Grove,5437.47,32579.95,0.046254373936200334,0.10859916269447911,0.2994658139709418,0.5629455377357141,0.018132844763851762
21774,New Market,MD,599477.1586449892,39.4077665,-77.2684216,Shady Grove,33235.05,60320.85,0.05399951644016288,0.12880642039182544,0.4175507209644129,0.6161011014437718,0.01967939753024134
20722,Cottage City,MD,372585.5181961592,38.9345578,-76.9506002,West Hyattsville,2812.9,7823.55,0.023842778675174255,0.03980877006961267,0.22044696900822688,0.8250427418848986,0.023614478856112436
22534,Partlow,VA,381285.5794193013,38.0775785,-77.6728586,Franconia-Springfield,88261.75,107133.04,0.04691063097695304,0.19585953759243535,0.5368089918593645,1.061068130547812,0.03297175107471865
20120,Centreville,VA,691346.6370009243,38.8564011,-77.4763711,Washington Dulles International Airport,11317.5,39083.03,0.06678807976029696,0.16959632709163552,0.38917224868317724,0.6005852477727075,0.021072271016580758
22152,Springfield,VA,699661.653888065,38.7744932,-77.2320292,Franconia-Springfield,5560.22,22394.65,0.06401476846862522,0.18075326422349142,0.3799948071362722,0.6325242198359841,0.02367705072317954
20005,Washington,DC,520911.52826701687,38.9046738,-77.0315776,McPherson Square,414.28,769.7,-0.01190705856920664,-0.030623848848596914,-0.037673302320366246,0.0346491662872788,0.012158558009154764
20662,Nanjemoy,MD,385382.3781515288,38.4284708,-77.2053396,Franconia-Springfield,37679.94,54462.26,0.047451737765541166,0.127457686607956,0.3587399225553381,0.6527756525650621,0.021966496238722086
22153,Springfield,VA,753051.192644995,38.7449685,-77.23564,Franconia-Springfield,6255.5,24778.47,0.06358278039740414,0.1674819992594054,0.37789026087471883,0.5932210563944539,0.02455656904857719
22191,Woodbridge,VA,481956.4546092795,38.6229139,-77.2629379,Franconia-Springfield,17898.34,36773.74,0.05846284443447896,0.14369629394312072,0.38949488906757856,0.6667825960060131,0.01754012055256849
21754,Ijamsville,MD,677246.4663015885,39.3321236,-77.3162147,Shady Grove,26965.45,54266.2,0.05981405637473896,0.12614064661446756,0.4034837804674119,0.5705309242924833,0.02063432509223879
20158,Hamilton,VA,910561.566057175,39.1396576,-77.6579887,Ashburn,20729.88,60674.91,0.07135311170779426,0.19332461381597613,0.5298047692912156,0.8056075360237009,0.024259187412591914
20180,Lovettsville,VA,752423.1055608304,39.2685742,-77.6379383,Ashburn,31883.46,66826.32,0.06530818379734887,0.1426616205782251,0.43185171569082376,0.7023274535871606,0.02420906291164597
21791,Union Bridge,MD,434349.94460178446,39.5332554,-77.1881428,Shady Grove,46015.4,71937.13,0.056308469683153166,0.13789457087361337,0.3852563664266069,0.613981855648199,0.017633299916632972
20130,Bluemont,VA,631945.1745734601,39.036981,-77.9493189,Ashburn,39703.98,81122.01,0.07271745725066942,0.12318299555366197,0.45488015448145586,0.5615975255470707,0.028538390969488115
20111,Manassas,VA,512193.22304332774,38.7489677,-77.4278735,Vienna/Fairfax-GMU,19705.24,38407.44,0.06322576998418422,0.16580120995846329,0.4279607178064385,0.7412506513139636,0.019809785350349676
22712,Bealeton,VA,473952.6164370637,38.5640083,-77.7572465,Washington Dulles International Airport,51147.47,73361.94,0.07188186616861932,0.1583447648236683,0.43719834307250016,0.861266736141339,0.020677855230993466
20036,Washington,DC,378614.3084206867,38.9070167,-77.0415693,Dupont Circle,328.13,1515.75,-0.009665614805858489,0.0027144443623549996,-0.0032429961271379973,0.10463951650499727,0.01240764882100074
20839,Dickerson,MD,646801.9649808648,39.1883067,-77.4349705,Ashburn,20928.56,47692.18,0.03179106569372967,0.02270760627570713,,,0.019090182949716226
22309,Mount Vernon,VA,585529.9159280648,38.7205267,-77.1066682,Franconia-Springfield,7399.04,20907.24,0.058782980864124576,0.15685433627186812,0.3450425665912709,0.609761868453586,0.021653545823469872
20769,Glenn Dale,MD,626672.7356333802,38.9966968,-76.81866,New Carrollton,7147.88,21160.06,0.039919602583474545,0.08572191461942308,0.3691228683734503,0.6328155190852285,0.02001596329155071
21777,Point of Rocks,MD,512340.9377796532,39.2713103,-77.5193762,Ashburn,29678.17,59314.94,0.048862713043279216,0.12151077489653919,0.4033874354486732,0.5903330958718414,0.018359789077953704
20837,Poolesville,MD,719859.0284143174,39.116506,-77.407115,Ashburn,14355.6,40757.77,0.06150338018257729,0.11625200570706364,0.3361273037661195,0.5148051596164763,0.021308547840779336
22405,Fredericksburg,VA,458130.8193346919,38.3134876,-77.4038475,Franconia-Springfield,54324.7,72764.82,0.06411668836738596,0.16031089132906431,0.4636636093499963,0.7709898951261354,0.018902871164289115
20115,Marshall,VA,667801.294121733,38.8099467,-77.9118412,Ashburn,42360.23,77153.29,0.06589199234674128,0.16444071331983157,0.4513860487274681,0.6372699507054372,0.02633422543990639
21773,Myersville,MD,533091.11172953,39.5425752,-77.5517126,Shady Grove,57588.99,84656.93,0.07217661993058049,0.16297544026525954,0.4616598094168312,0.6619140931188682,0.020807901694591277
22732,Aroda,VA,356292.9694131261,38.3146304,-78.189884,Washington Dulles International Airport,96089.87,120012.38,0.08343026356587338,0.16999359153268295,0.5413452701035246,0.8562150395477693,0.02764299224213758
22314,Alexandria,VA,848302.5506770591,38.8068603,-77.0564394,King St-Old Town,407.41,10459.93,0.04227087434608468,0.05135256891742543,0.17785189868730533,0.35670085447649236,0.017920175562689458
23024,Bumpass,VA,414472.63535843085,37.9277524,-77.7792737,Franconia-Springfield,107352.97,126213.56,0.06875136937295728,0.19945678078056214,0.5215750666731238,0.9104260948584891,0.019813954769395237
21770,Monrovia,MD,661316.370030236,39.3501956,-77.2562344,Shady Grove,26796.76,53964.41,0.06323605472157962,0.1275940818823256,0.4163769665456134,0.5936087068265634,0.019626134892904046
22743,Etlan,VA,338960.02303909155,38.5393119,-78.3809697,Ashburn,92897.61,123971.93,0.08372726527544004,0.18659936492276705,0.6458478743756969,1.0029948733489684,0.03414597798431736
22031,Fairfax,VA,760542.787492518,38.8595311,-77.2585471,Vienna/Fairfax-GMU,2312.58,20408.69,0.05892210396155284,0.12483451618820282,0.27145767155254424,0.41303877347287027,0.018836725200800243
22042,Falls Church,VA,745039.7741741311,38.8650238,-77.197125,Dunn Loring-Merrifield,3403.98,15091.44,0.06643681483218207,0.17614226160564334,0.35317841189482135,0.5832744614036337,0.024425624488541128
22719,Etlan,VA,469375.58077759616,38.5348895,-78.2812517,Washington Dulles International Airport,86083.9,115988.74,0.06440603962583509,0.13729200145969797,0.5567782165768468,0.8969385959866485,0.034310412654653386
21758,Knoxville,MD,443535.1195359006,39.3532044,-77.6568162,Ashburn,41226.77,74160.97,0.06127179045069841,0.12898123708517154,0.4174822318652148,0.6620917825957268,0.020398583277467113
20141,Round Hill,VA,836206.2874162864,39.1123904,-77.7907039,Ashburn,28444.29,70063.16,0.07766884832855085,0.15674448812395772,0.483434784549428,0.7232844061706664,0.023318286689136873
20617,Bryantown,MD,532969.3559997963,38.5484588,-76.858802,Branch Ave,31315.81,41581.0,0.0469762747069392,0.07978243953081218,0.31941748669986686,0.488282292369517,0.019593535532836104
21762,Union Bridge,MD,319115.83371367445,39.4808299,-77.2470888,Shady Grove,40760.46,67467.48,0.03261029791836592,0.12266438418614227,,,0.021108742233410843
20622,Mechanicsville,MD,488311.6028133097,38.4185913,-76.8744123,Huntington,45230.01,54985.39,0.058587584406794,0.07817040524044934,0.31460882037053517,0.5116181879856744,0.02133143250627111
20637,Hughesville,MD,574735.3927723928,38.5251084,-76.7559481,Branch Ave,36202.97,47745.31,0.051262190677197804,0.08655165883456592,0.3752933162634422,0.5800672616439647,0.020989209817680005
22643,Markham,VA,770772.8163707132,38.8855678,-77.9833385,Ashburn,44566.08,82684.4,0.04213983491802864,0.07252009099286821,0.3438217353436584,0.48292986952618455,0.03308029376074884
22623,Chester Gap,VA,315865.34362604795,38.8489267,-78.1406635,Ashburn,58781.63,96469.17,0.07711885864063599,0.25155061038893695,0.6100575474321758,0.9787488377623256,0.022351240118926117
21755,Jefferson,MD,563682.5006974131,39.3596545,-77.5681276,Ashburn,39953.46,69292.52,0.058926591137479487,0.14377779465527185,0.4330272746553662,0.6637381998949179,0.02020827161205127
21727,Emmitsburg,MD,356971.1734305594,39.6886352,-77.3292336,Shady Grove,64805.84,91621.89,0.07697693602963675,0.15584820830951537,0.3924230913125202,0.613334614368736,0.017738446410722586
20612,Hughesville,MD,333531.62910594436,38.5050595,-76.6772096,Branch Ave,41200.45,53283.95,0.02120068450505433,0.036936600702113874,,,0.010302568451374283
22639,Hume,VA,861519.692285637,38.8137793,-78.0190643,Ashburn,50367.04,86320.66,0.05056308352805936,0.1089987559688288,0.4558578494385117,0.6451618254050422,0.03127443035730837
22722,Haywood,VA,377616.3838976615,38.4662617,-78.2270685,Washington Dulles International Airport,86777.9,114623.92,0.07862044994459384,0.15936655333502528,0.5515454225566644,0.9075138361249256,0.027405312478235213
20616,Bryans Road,MD,412915.9850106628,38.6636629,-77.0974801,Franconia-Springfield,12965.45,26774.95,0.03314653079248701,0.0977707121188054,0.37028362189542036,0.7154383764748028,0.018634781768366453
21716,Brunswick,MD,391332.03004108666,39.314453,-77.6200192,Ashburn,36118.82,68918.3,0.04461565721286626,0.14783456662939828,0.42376796227698793,0.7832810119709808,0.017712974166543046
20629,Dowell,MD,447909.9745573376,38.3365819,-76.4504042,Branch Ave,67708.69,80126.77,0.045876126666136094,0.059171797991425086,0.36926277860359014,0.4543570278858424,0.027154507453855836
22731,Aroda,VA,370888.2518973157,38.3365642,-78.257331,Washington Dulles International Airport,98382.41,123719.21,0.0762213786179452,0.19456145560790958,0.584390148118679,,0.029642363085504886
20754,Dunkirk,MD,611037.6049679666,38.7307104,-76.6466392,Branch Ave,25382.64,37941.76,0.032844146068731914,0.07985698208189065,0.30515364184496496,0.47254824049163835,0.020506423096860817
22134,Quantico,VA,328773.9316124258,38.521753,-77.3850278,Franconia-Springfield,33031.02,52079.34,0.05483870592762418,0.12816239236746055,0.43097062757540866,0.9706167459300815,0.02029294639626311
20838,Barnesville,MD,704836.6145761642,39.2181006,-77.3908307,Shady Grove,22331.9,47385.75,0.034193043901869426,0.05021187135002918,,,0.020162341675267384
22033,Fairfax,VA,708995.0894364341,38.8752153,-77.3847008,Herndon,8629.46,30971.46,0.06939234945307647,0.17747982583141608,0.37527712395571183,0.5890249465051267,0.021741720845445477
20833,Brookeville,MD,812237.4014808334,39.2071747,-77.0546701,Shady Grove,13590.51,34421.52,0.052915430375324445,0.10082699202068263,0.3124651035866467,0.43382867845434825,0.02229057182641778
20645,Issue,MD,501912.3671026239,38.2945002,-76.9147517,Franconia-Springfield,56908.38,67858.56,0.042868243749920994,0.08561574144724013,0.3394389830003809,0.5129230419195047,0.019429000279545344
20705,Beltsville,MD,454569.5977169212,39.0494232,-76.9003618,Greenbelt,4372.94,20107.29,0.03786673964618441,0.10960832738585843,0.3213324007825912,0.6866885407610142,0.01812188783801096
20037,Washington,DC,570122.6893438926,38.8989176,-77.0554464,Foggy Bottom-GWU,485.16,2367.59,0.004414398003854663,-0.034767257432711904,0.0024757768683683406,0.09168841277272989,0.011730066164208868
20165,Sterling,VA,736611.5429082565,39.0579402,-77.3926944,Loudoun Gateway,9391.06,36171.21,0.06904349282796352,0.15818890332062355,0.4039175220126678,0.5851257275096726,0.021638833309622792
